l_bound_date,facility,common_name,parameter_type,day_or_night,min_value,percentile_5,percentile_25,median_value,average_value,percentile_75,percentile_95,max_value
2025-07-22,CC1,CEA1915,heating required,Day,16.45,16.45,34,87.25,67.11,98.7,99.15,99.15
2025-07-22,CC1,CEA1915,humidity,Day,69.5,69.7,70,70.1,70.21,70.2,70.6,74
2025-07-22,CC1,CEA1915,humidity,Night,69.9,69.9,70.1,70.2,71.07,70.5,75.7,76.35
2025-07-22,CC1,CEA1915,humidity target,Night,70,70,70,70,70,70,70,70
2025-07-22,CC1,CEA1915,indoor PAR light,Night,105,105,105,105,167,229,229,229
2025-07-22,CC1,CEA1915,indoor PAR light,Day,598.5,599,599.5,600,599.85,600,601,605
2025-07-22,CC1,CEA1915,indoor daily light integral,Night,0.05,0.14,0.9,32.09,23.07,33.04,33.79,33.98
2025-07-22,CC1,CEA1915,indoor daily light integral,Day,1.4,2.48,8.96,16.51,16.24,24.07,30.01,31.09
2025-07-22,CC1,CEA1915,light operation,Night,0,0,0,0,25,50,50,50
2025-07-22,CC1,CEA1915,temperature,Day,21.76,25.81,25.99,26.02,25.96,26.04,26.09,28.18
2025-07-22,CC1,CEA1915,temperature,Night,20.81,20.88,20.94,21,21.07,21.05,21.09,24.07
2025-07-22,CC1,CEA1915,temperature target,Night,23.39,23.39,23.39,23.39,23.44,23.49,23.49,23.49
2025-07-22,CC1,CEA1915,vapor pressure deficit,Night,0.53,0.54,0.67,0.67,0.65,0.68,0.68,0.68
2025-07-22,CC1,CEA1915,vapor pressure deficit,Day,0.71,0.82,0.92,0.92,0.91,0.92,0.93,1.04
2025-07-22,CC1,CEA1915,vent required,Night,42.55,42.65,43.98,44.95,46.29,46.42,55.5,61.5
2025-07-22,CC1,CEA1915,vent required,Day,24.35,42.65,44.05,44.6,44.09,45,45.65,46.4
2025-07-22,CC1,CEA1916,CO2 sensor,Day,404,404.5,406,409,411.73,413,425,426
2025-07-22,CC1,CEA1916,CO2 sensor,Night,397,404,415,430,430.95,447,458,465
2025-07-22,CC1,CEA1916,heating required,Night,0,0,0,0,0.14,0.28,0.28,0.28
2025-07-22,CC1,CEA1916,humidity,Night,64.75,65,65,65.1,65.14,65.2,65.3,65.5
2025-07-22,CC1,CEA1916,humidity,Day,64.65,64.7,64.9,65,65.31,65.35,67.2,68.4
2025-07-22,CC1,CEA1916,humidity target,Night,65,65,65,65,65,65,65,65
2025-07-22,CC1,CEA1916,indoor PAR light,Day,-50,-50,-49.5,-49.5,-49.28,-49.5,-49,-44.5
2025-07-22,CC1,CEA1916,indoor PAR light,Night,599,600,600,600,600.16,600,601,601
2025-07-22,CC1,CEA1916,indoor daily light integral,Night,0.29,1.91,8.39,17.03,17.21,25.67,31.83,32.87
2025-07-22,CC1,CEA1916,indoor daily light integral,Day,31.05,31.09,31.36,31.72,31.74,32.08,32.39,32.43
2025-07-22,CC1,CEA1916,light operation,Day,0,0,0,0,0,0,0,0
2025-07-22,CC1,CEA1916,light operation,Night,100,100,100,100,100,100,100,100
2025-07-22,CC1,CEA1916,temperature,Day,21.82,21.85,21.89,21.9,21.94,21.92,21.93,23.33
2025-07-22,CC1,CEA1916,temperature,Night,23.46,24.99,25.02,25.03,25.02,25.05,25.08,25.39
2025-07-22,CC1,CEA1916,temperature target,Day,23.49,23.49,23.49,23.49,23.49,23.49,23.49,23.49
2025-07-22,CC1,CEA1916,temperature target,Night,23.51,23.51,23.51,23.51,24.26,25,25,25
2025-07-22,CC1,CEA1916,vapor pressure deficit,Night,0.91,1,1.01,1.01,1.01,1.01,1.02,1.03
2025-07-22,CC1,CEA1916,vapor pressure deficit,Day,0.76,0.78,0.83,0.84,0.83,0.84,0.85,0.89
2025-07-22,CC1,CEA1916,vent required,Day,37.6,37.95,38.55,39.6,41.05,42.08,49.23,52.77
2025-07-22,CC1,CEA1916,vent required,Night,14.8,38.73,40.33,41.3,40.74,42.08,42.7,42.8
2025-07-22,CC1,CEA1919,CO2 sensor,Day,377,381,387,414,416.3,443,451,463
2025-07-22,CC1,CEA1919,CO2 sensor,Night,381.5,394,399,416,416.05,423.5,451,461
2025-07-22,CC1,CEA1919,heating required,Night,0,0,0,0,0,0,0,0
2025-07-22,CC1,CEA1919,heating required,Day,24,24,24,26.2,60.18,93.07,97.45,97.45
2025-07-22,CC1,CEA1919,humidity,Night,51.3,63.4,65,65.4,64.94,65.8,66.2,66.4
2025-07-22,CC1,CEA1919,humidity,Day,49.7,49.9,50.1,50.4,51,50.9,54.5,64.75
2025-07-22,CC1,CEA1919,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,CC1,CEA1919,indoor PAR light,Day,647.5,647.5,648,648.5,649.2,648.5,649.5,668
2025-07-22,CC1,CEA1919,indoor PAR light,Night,152,152,152,152,260.75,369.5,369.5,369.5
2025-07-22,CC1,CEA1919,indoor daily light integral,Night,0.07,0.35,1.44,33.31,22.33,34.81,36.04,36.31
2025-07-22,CC1,CEA1919,indoor daily light integral,Day,2.48,3.65,9.48,17.06,17.36,24.65,31.07,32.24
2025-07-22,CC1,CEA1919,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,CC1,CEA1919,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,CC1,CEA1919,temperature,Day,21.77,25.71,25.88,25.96,25.94,26.12,26.18,27.89
2025-07-22,CC1,CEA1919,temperature,Night,20.82,20.84,20.88,21.01,21.07,21.1,21.14,24.12
2025-07-22,CC1,CEA1919,temperature target,Day,23.51,23.51,23.51,23.51,23.51,23.51,23.51,23.51
2025-07-22,CC1,CEA1919,temperature target,Night,21,21,21,21,22.24,23.49,23.49,23.49
2025-07-22,CC1,CEA1919,vapor pressure deficit,Day,0.8,1.29,1.41,1.43,1.41,1.45,1.46,1.6
2025-07-22,CC1,CEA1919,vapor pressure deficit,Night,0.7,0.7,0.72,0.73,0.73,0.74,0.76,0.93
2025-07-22,CC1,CEA1919,vent required,Day,27.3,45.7,48.45,51.65,51.32,54.85,56.42,56.55
2025-07-22,CC1,CEA1919,vent required,Night,57.2,57.95,61.15,63.65,64.24,66.85,69.53,75.43
2025-07-22,CC1,CEA1921,CO2 sensor,Day,384,384,387,408,413.23,434,470,476
2025-07-22,CC1,CEA1921,CO2 sensor,Night,385,392,413,421,429.52,450,475,481
2025-07-22,CC1,CEA1921,heating required,Night,0,0,0,0,0,0,0,0
2025-07-22,CC1,CEA1921,humidity,Day,49.9,49.9,50,50.1,51.28,50.2,61.4,64.45
2025-07-22,CC1,CEA1921,humidity,Night,63.7,64.25,64.8,65.1,65.08,65.4,65.55,65.7
2025-07-22,CC1,CEA1921,humidity target,Day,50,50,50,50,57.5,65,65,65
2025-07-22,CC1,CEA1921,humidity target,Night,65,65,65,65,65,65,65,65
2025-07-22,CC1,CEA1921,indoor PAR light,Day,598,598,599,600,599.78,600,601,603
2025-07-22,CC1,CEA1921,indoor PAR light,Night,86,86,86,86,214.25,342.5,342.5,342.5
2025-07-22,CC1,CEA1921,indoor daily light integral,Day,1.81,2.89,9.37,16.93,16.66,24.48,30.42,31.5
2025-07-22,CC1,CEA1921,indoor daily light integral,Night,0.04,0.12,0.74,1.51,16.67,32.52,33.14,33.29
2025-07-22,CC1,CEA1921,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,CC1,CEA1921,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,CC1,CEA1921,temperature,Day,21.16,22.25,26.9,26.98,26.35,27.03,27.11,27.14
2025-07-22,CC1,CEA1921,temperature,Night,20.86,20.87,20.93,21.03,21.89,21.77,25.7,26.93
2025-07-22,CC1,CEA1921,temperature target,Night,21,21,21,22.99,23.33,26.01,26.01,26.01
2025-07-22,CC1,CEA1921,temperature target,Day,23.99,23.99,23.99,23.99,25.49,27,27,27
2025-07-22,CC1,CEA1921,vapor pressure deficit,Night,0.74,0.75,0.76,0.77,0.81,0.8,1.03,1.13
2025-07-22,CC1,CEA1921,vapor pressure deficit,Day,0.78,0.92,1.57,1.58,1.49,1.58,1.59,1.59
2025-07-22,CC1,CEA1921,vent required,Day,9.28,11.4,12.82,14.07,14.17,15.5,17.1,19.02
2025-07-22,CC1,CEA1921,vent required,Night,15.1,16.15,20.3,22.85,22.26,24.35,26.85,27.9
2025-07-22,DD,GC01,heating required,Night,67.5,69,73.5,74.25,73.88,74.5,75,82.25
2025-07-22,DD,GC01,heating required,Day,62.75,72,74,74.75,74.72,75.5,78.5,85
2025-07-22,DD,GC01,humidify target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GC01,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC01,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC01,temperature target,Night,18,18,18,18,18.99,19.99,19.99,19.99
2025-07-22,DD,GC01,temperature target,Day,20.01,20.01,20.01,20.01,20.01,20.01,20.01,20.01
2025-07-22,DD,GC01,vapor pressure deficit,Night,1.05,1.05,1.06,1.07,1.08,1.09,1.15,1.3
2025-07-22,DD,GC01,vapor pressure deficit,Day,1.09,1.2,1.3,1.32,1.31,1.33,1.34,1.41
2025-07-22,DD,GC01,vent required,Night,66.77,85.03,99.97,99.97,98.26,99.97,99.98,100
2025-07-22,DD,GC01,vent required,Day,53.35,54.2,55.7,57.07,58.95,60.52,69.65,92.88
2025-07-22,DD,GC02,heating required,Day,55.97,57.53,59,60.46,61.85,62.2,66.75,85.1
2025-07-22,DD,GC02,heating required,Night,56.5,58.93,65,66.5,66.15,67.5,72.5,76
2025-07-22,DD,GC02,humidify target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GC02,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC02,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC02,temperature target,Night,21.11,21.11,21.11,21.11,22.8,24.49,24.49,24.49
2025-07-22,DD,GC02,temperature target,Day,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62
2025-07-22,DD,GC02,vapor pressure deficit,Day,1.31,1.79,1.87,1.89,1.87,1.91,1.95,1.96
2025-07-22,DD,GC02,vapor pressure deficit,Night,1.2,1.21,1.23,1.25,1.28,1.28,1.5,1.81
2025-07-22,DD,GC02,vent required,Night,44.95,52.35,56.41,57.19,57.33,58.3,61.51,62.99
2025-07-22,DD,GC02,vent required,Day,38.53,39.2,40.11,40.85,41.06,41.52,42.84,54.15
2025-07-22,DD,GC03,heating required,Day,7.5,9,68.5,98,78.6,99.5,100,100
2025-07-22,DD,GC03,heating required,Night,7,7.5,8.5,9,35.75,63.5,99,99
2025-07-22,DD,GC03,humidify target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GC03,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC03,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC03,temperature target,Night,28,28,28,28,28,28,28,28
2025-07-22,DD,GC03,vapor pressure deficit,Night,1.74,1.78,1.88,1.89,1.89,1.91,1.95,1.98
2025-07-22,DD,GC03,vapor pressure deficit,Day,1.32,1.43,1.57,1.67,1.69,1.83,1.93,1.99
2025-07-22,DD,GC03,vent required,Night,46.82,47.32,49.15,50.77,50.56,51.76,53.56,53.62
2025-07-22,DD,GC03,vent required,Day,45.35,45.8,46.69,47.67,47.82,48.8,50,51.3
2025-07-22,DD,GC04,heating required,Night,16.62,16.7,16.83,17.67,19.02,21.12,24.38,24.8
2025-07-22,DD,GC04,heating required,Day,16.4,16.65,16.73,17.97,19.99,23.23,24.83,24.98
2025-07-22,DD,GC04,humidify target,Night,40,40,40,40,40,40,40,40
2025-07-22,DD,GC04,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC04,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC04,temperature target,Night,35,35,35,35,35,35,35,35
2025-07-22,DD,GC04,vapor pressure deficit,Day,3.31,3.32,3.34,3.36,3.36,3.38,3.39,3.45
2025-07-22,DD,GC04,vapor pressure deficit,Night,3.27,3.29,3.33,3.38,3.38,3.41,3.49,3.53
2025-07-22,DD,GC04,vent required,Night,23.47,23.75,25.91,28.1,27.32,28.77,28.87,28.92
2025-07-22,DD,GC04,vent required,Day,25.62,26.88,27.57,28.8,28.35,28.87,29.52,30.12
2025-07-22,DD,GC05,heating required,Night,16.77,16.95,19.58,24.27,22.42,24.88,25.02,25.19
2025-07-22,DD,GC05,heating required,Day,16.62,16.65,16.73,17.87,20.39,24.7,25.2,31.17
2025-07-22,DD,GC05,humidify target,Night,40,40,40,40,40,40,40,40
2025-07-22,DD,GC05,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC05,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC05,temperature target,Night,35,35,35,35,35,35,35,35
2025-07-22,DD,GC05,vapor pressure deficit,Night,3.3,3.33,3.35,3.36,3.37,3.38,3.41,3.45
2025-07-22,DD,GC05,vapor pressure deficit,Day,3.28,3.31,3.35,3.36,3.36,3.38,3.4,3.42
2025-07-22,DD,GC05,vent required,Night,23.32,23.36,23.41,23.75,25.14,26.95,28.73,29.44
2025-07-22,DD,GC05,vent required,Day,24.85,24.95,27.26,28.77,28.05,28.87,29.32,30
2025-07-22,DD,GC06,heating required,Day,19.69,20.26,21.9,24.73,23.72,24.98,25.72,26.2
2025-07-22,DD,GC06,heating required,Night,19.5,21.38,22.58,24,23.62,24.65,25.13,25.32
2025-07-22,DD,GC06,humidify target,Night,40,40,40,40,40,40,40,40
2025-07-22,DD,GC06,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC06,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC06,temperature target,Night,35,35,35,35,35,35,35,35
2025-07-22,DD,GC06,vapor pressure deficit,Day,3.3,3.31,3.35,3.35,3.36,3.37,3.42,3.44
2025-07-22,DD,GC06,vapor pressure deficit,Night,3.32,3.33,3.35,3.38,3.38,3.4,3.44,3.45
2025-07-22,DD,GC06,vent required,Night,23.12,23.25,23.52,23.95,24.3,24.9,26.02,27
2025-07-22,DD,GC06,vent required,Day,23.7,23.92,25.4,26.49,26.14,26.9,27.37,27.5
2025-07-22,DD,GC07,heating required,Night,30.5,42.5,47.5,49,47.52,50,51.75,52
2025-07-22,DD,GC07,heating required,Day,55.25,60.5,66.5,67,68.66,69.5,84.5,96.5
2025-07-22,DD,GC07,humidify target,Night,75,75,75,75,75,75,75,75
2025-07-22,DD,GC07,humidify target,Day,60,60,60,60,67.5,75,75,75
2025-07-22,DD,GC07,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC07,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC07,temperature target,Day,20.01,20.01,20.01,20.01,20.01,20.01,20.01,20.01
2025-07-22,DD,GC07,temperature target,Night,18,18,18,18,18.99,19.99,19.99,19.99
2025-07-22,DD,GC07,vapor pressure deficit,Night,0.45,0.47,0.5,0.51,0.51,0.51,0.54,0.55
2025-07-22,DD,GC07,vapor pressure deficit,Day,0.82,0.96,1.04,1.06,1.05,1.08,1.09,1.11
2025-07-22,DD,GC07,vent required,Night,46.72,47.19,48.6,50.2,51.25,53.98,56.22,56.55
2025-07-22,DD,GC07,vent required,Day,61.15,68.87,75.02,81.65,83.36,91.22,97.96,99.85
2025-07-22,DD,GC08,heating required,Day,63.75,66,67,68,68.63,68.75,71.5,89.03
2025-07-22,DD,GC08,heating required,Night,62.25,63,69.5,71,70.52,72,73.5,73.5
2025-07-22,DD,GC08,humidify target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GC08,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC08,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC08,temperature target,Night,23,23,23,23,24.24,25.49,25.49,25.49
2025-07-22,DD,GC08,temperature target,Day,25.51,25.51,25.51,25.51,25.51,25.51,25.51,25.51
2025-07-22,DD,GC08,vapor pressure deficit,Night,1.35,1.36,1.38,1.4,1.41,1.42,1.45,1.83
2025-07-22,DD,GC08,vapor pressure deficit,Day,1.45,1.83,1.87,1.89,1.88,1.91,1.93,1.97
2025-07-22,DD,GC08,vent required,Night,45.98,46.9,48.42,50.82,50.55,51.6,56.1,56.55
2025-07-22,DD,GC08,vent required,Day,37.48,40.28,42.55,44.38,44.09,45.36,46.75,51.27
2025-07-22,DD,GC09,heating required,Day,0.03,0.05,0.13,1.25,3.58,5.43,10.3,29.96
2025-07-22,DD,GC09,heating required,Night,0,0,0,0,1.94,3.88,3.88,3.88
2025-07-22,DD,GC09,humidify target,Night,20,20,20,20,20,20,20,20
2025-07-22,DD,GC09,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC09,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC09,temperature target,Night,12,12,12,12,14,15.99,15.99,15.99
2025-07-22,DD,GC09,temperature target,Day,16.01,16.01,16.01,16.01,16.01,16.01,16.01,16.01
2025-07-22,DD,GC09,vapor pressure deficit,Day,0.2,0.41,0.61,0.64,0.66,0.75,0.79,0.81
2025-07-22,DD,GC09,vapor pressure deficit,Night,0.18,0.18,0.2,0.21,0.24,0.23,0.43,0.72
2025-07-22,DD,GC09,vent required,Day,28.15,35.88,38.03,39.78,38.72,40,40.13,44.47
2025-07-22,DD,GC09,vent required,Night,42.41,50.43,51.78,53.63,57.42,58.92,78.27,84.25
2025-07-22,DD,GC10,heating required,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC10,humidify target,Night,15,15,15,15,15,15,15,15
2025-07-22,DD,GC10,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC10,temperature target,Day,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01
2025-07-22,DD,GC10,temperature target,Night,5,5,5,5,7,8.99,8.99,8.99
2025-07-22,DD,GC10,vapor pressure deficit,Night,0.62,0.63,0.65,0.67,0.67,0.68,0.69,1.09
2025-07-22,DD,GC10,vapor pressure deficit,Day,0.73,1.17,1.19,1.19,1.19,1.21,1.23,1.24
2025-07-22,DD,GC10,vent required,Night,43.09,43.66,44.08,44.38,44.32,44.53,44.92,44.98
2025-07-22,DD,GC10,vent required,Day,46.82,46.97,47.19,47.34,47.37,47.52,47.88,48.25
2025-07-22,DD,GC11,heating required,Day,65,66,67,70,72.97,77.65,85.8,89.5
2025-07-22,DD,GC11,heating required,Night,62,65,70,71,71.31,72.5,80,82
2025-07-22,DD,GC11,humidify target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GC11,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC11,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC11,temperature target,Day,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51
2025-07-22,DD,GC11,temperature target,Night,21,21,21,21,22.74,24.49,24.49,24.49
2025-07-22,DD,GC11,vapor pressure deficit,Night,1.17,1.21,1.23,1.25,1.27,1.26,1.49,1.75
2025-07-22,DD,GC11,vapor pressure deficit,Day,1.32,1.63,1.84,1.87,1.84,1.9,1.93,2.02
2025-07-22,DD,GC11,vent required,Day,39.42,40.92,42.41,43.72,44.15,45.12,46.9,60
2025-07-22,DD,GC11,vent required,Night,47.27,59.03,63.86,66.53,66.35,68.37,74.75,80.28
2025-07-22,DD,GC12,heating required,Night,47.43,49.38,53.1,54.9,55.44,57.59,62.1,65.03
2025-07-22,DD,GC12,heating required,Day,57.83,59.17,60.9,62.46,62.8,63.69,66.78,77.62
2025-07-22,DD,GC12,humidify target,Night,60,60,60,60,60,60,60,60
2025-07-22,DD,GC12,humidify target,Day,50,50,50,50,50,50,50,50
2025-07-22,DD,GC12,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GC12,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,DD,GC12,temperature target,Day,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62
2025-07-22,DD,GC12,temperature target,Night,21.11,21.11,21.11,21.11,22.8,24.49,24.49,24.49
2025-07-22,DD,GC12,vapor pressure deficit,Night,0.79,0.97,0.98,1,1.08,1.03,1.43,1.79
2025-07-22,DD,GC12,vapor pressure deficit,Day,1.39,1.85,1.87,1.88,1.88,1.91,1.93,1.95
2025-07-22,DD,GC12,vent required,Night,33.55,34.4,39.56,41.27,44.32,45.37,58.63,62.26
2025-07-22,DD,GC12,vent required,Day,32.42,36.95,38.09,39.22,39.46,40.77,42.32,46.38
2025-07-22,GG5,GC224,CO2 sensor,Day,334,336,339,343,356.64,366,407,412
2025-07-22,GG5,GC224,CO2 sensor,Night,356,358,367,384,387.27,407,414,415.5
2025-07-22,GG5,GC224,heating required,Day,53.5,56.38,62.75,95.5,85.93,98,99.75,100
2025-07-22,GG5,GC224,heating required,Night,42.75,45.25,55.5,93.75,83.38,95.5,98.5,98.5
2025-07-22,GG5,GC224,humidity,Day,49,49.2,49.7,49.9,50.57,50.1,52.9,66.8
2025-07-22,GG5,GC224,humidity,Night,48.85,49.8,49.9,50,50.09,50,50.6,54.4
2025-07-22,GG5,GC224,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GC224,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GC224,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC224,temperature,Night,22.53,22.73,22.93,22.97,22.95,23,23.09,23.11
2025-07-22,GG5,GC224,temperature,Day,24.37,27.52,27.89,27.98,27.94,28.08,28.24,28.96
2025-07-22,GG5,GC224,temperature target,Day,28,28,28,28,28,28,28,28
2025-07-22,GG5,GC224,temperature target,Night,23,23,23,23,23,23,23,23
2025-07-22,GG5,GC224,vapor pressure deficit,Night,1.24,1.37,1.4,1.4,1.4,1.4,1.42,1.42
2025-07-22,GG5,GC224,vapor pressure deficit,Day,1.25,1.71,1.87,1.89,1.86,1.9,1.92,1.93
2025-07-22,GG5,GC224,vent required,Day,2,16,18,35,30.09,37,40,43
2025-07-22,GG5,GC224,vent required,Night,18,18,29,35,32.22,36,39,39
2025-07-22,GG5,GC225,CO2 sensor,Day,299,303,305,315,324.67,340,371,375
2025-07-22,GG5,GC225,CO2 sensor,Night,308.5,309,317,336,339.89,361,368,368
2025-07-22,GG5,GC225,heating required,Night,22.25,26,37,42,40.5,44.63,46,46.25
2025-07-22,GG5,GC225,heating required,Day,52.5,54,55.5,57.5,57.93,58.75,61.75,75.88
2025-07-22,GG5,GC225,humidity,Day,40.1,41.5,41.8,42,42.79,42.3,47.7,55.05
2025-07-22,GG5,GC225,humidity,Night,43.8,46.4,49.8,50,50.15,50.2,53.4,61.05
2025-07-22,GG5,GC225,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GC225,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC225,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GC225,temperature,Night,22.84,22.94,22.97,22.99,23.34,22.99,26.76,30.56
2025-07-22,GG5,GC225,temperature,Day,24.39,31.87,31.96,32,31.83,32.03,32.12,32.21
2025-07-22,GG5,GC225,temperature target,Day,27.51,27.51,27.51,27.51,27.51,27.51,27.51,27.51
2025-07-22,GG5,GC225,temperature target,Night,23,23,23,23,25.24,27.49,27.49,27.49
2025-07-22,GG5,GC225,vapor pressure deficit,Night,1.08,1.3,1.4,1.4,1.44,1.41,1.65,2.5
2025-07-22,GG5,GC225,vapor pressure deficit,Day,1.6,2.21,2.73,2.76,2.7,2.77,2.8,2.87
2025-07-22,GG5,GC225,vent required,Day,10,15,16,17,16.85,18,19,19
2025-07-22,GG5,GC225,vent required,Night,22,22,22,23,23.89,25,30,31
2025-07-22,GG5,GC226,CO2 sensor,Night,363,363,371,397,391.34,409,417,419
2025-07-22,GG5,GC226,CO2 sensor,Day,346,347,350,360,368.82,381,417,419
2025-07-22,GG5,GC226,heating required,Night,51,51.25,52,53,53.09,53.75,54.75,55.25
2025-07-22,GG5,GC226,heating required,Day,44.75,45,51.25,52,51.31,52.5,53,56.25
2025-07-22,GG5,GC226,humidity,Day,12.9,13.2,13.3,13.4,13.41,13.5,13.6,13.8
2025-07-22,GG5,GC226,humidity,Night,13.2,13.2,13.4,13.5,13.56,13.6,14,14.6
2025-07-22,GG5,GC226,humidity target,Night,65,65,65,65,65,65,65,65
2025-07-22,GG5,GC226,indoor PAR light,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC226,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC226,temperature,Day,29.8,29.96,29.99,30,30,30,30.06,30.22
2025-07-22,GG5,GC226,temperature,Night,29.9,29.96,29.99,30,29.99,30,30.03,30.03
2025-07-22,GG5,GC226,temperature target,Night,30,30,30,30,30,30,30,30
2025-07-22,GG5,GC226,vapor pressure deficit,Day,3.61,3.65,3.67,3.67,3.67,3.68,3.68,3.71
2025-07-22,GG5,GC226,vapor pressure deficit,Night,3.6,3.64,3.66,3.67,3.66,3.67,3.68,3.68
2025-07-22,GG5,GC226,vent required,Day,18,19,19,19,19.45,19.5,22,22
2025-07-22,GG5,GC226,vent required,Night,18,18,18,19,18.75,19,19,20
2025-07-22,GG5,GC227,CO2 sensor,Night,345,346,354,368,374.21,400,409,411
2025-07-22,GG5,GC227,CO2 sensor,Day,347,347,351,368,371.49,386,410,412
2025-07-22,GG5,GC227,heating required,Night,56,56,57,57,57.09,57.5,59,59
2025-07-22,GG5,GC227,heating required,Day,56,56,56,57,56.79,57,58,58
2025-07-22,GG5,GC227,humidity,Night,58.45,58.6,58.8,60.1,59.84,60.65,61.2,61.8
2025-07-22,GG5,GC227,humidity,Day,58.15,58.55,58.9,59.7,59.76,60.7,61,61.25
2025-07-22,GG5,GC227,humidity target,Night,60,60,60,60,60,60,60,60
2025-07-22,GG5,GC227,indoor PAR light,Night,399,399,399.5,399.5,399.55,400,400,400
2025-07-22,GG5,GC227,indoor PAR light,Day,399,399,399,399.5,399.52,400,400,400
2025-07-22,GG5,GC227,light operation,Night,100,100,100,100,100,100,100,100
2025-07-22,GG5,GC227,temperature,Day,18.54,18.63,18.78,18.97,19,19.23,19.34,19.38
2025-07-22,GG5,GC227,temperature,Night,18.6,18.75,18.81,18.97,19,19.17,19.29,19.5
2025-07-22,GG5,GC227,temperature target,Night,19,19,19,19,19,19,19,19
2025-07-22,GG5,GC227,vapor pressure deficit,Day,0.84,0.85,0.86,0.88,0.89,0.91,0.92,0.93
2025-07-22,GG5,GC227,vapor pressure deficit,Night,0.84,0.85,0.86,0.89,0.88,0.91,0.92,0.92
2025-07-22,GG5,GC227,vent required,Day,50.6,50.7,50.9,51.4,51.49,52,52.6,52.95
2025-07-22,GG5,GC227,vent required,Night,50.45,50.6,50.7,51.3,51.32,51.8,52.1,52.7
2025-07-22,GG5,GC228,CO2 sensor,Day,460,461,464.5,472,482.3,496,526,530
2025-07-22,GG5,GC228,CO2 sensor,Night,478,478,483,497,502.27,519,529,529
2025-07-22,GG5,GC228,heating required,Day,29.25,29.75,32,33.13,32.69,33.75,34.25,34.5
2025-07-22,GG5,GC228,heating required,Night,28.75,29.75,30,30.5,31.06,31,33.75,34
2025-07-22,GG5,GC228,humidity,Night,32.7,32.75,33.1,33.3,33.43,33.7,34.5,35
2025-07-22,GG5,GC228,humidity,Day,31.1,31.5,31.9,32.4,32.45,32.9,33.8,34.1
2025-07-22,GG5,GC228,humidity target,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC228,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GC228,temperature,Night,19.96,19.98,19.99,20,20,20,20.04,20.05
2025-07-22,GG5,GC228,temperature,Day,19.93,19.96,19.99,20,20,20.01,20.02,20.03
2025-07-22,GG5,GC228,temperature target,Night,20,20,20,20,20,20,20,20
